gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,ENTREZID
CCDC28B,4.92E-94,0.322138606,0.871,0.67,1.10E-89,EMP-pre-MC,79140
DTYMK,4.39E-39,0.25544953,0.766,0.733,9.83E-35,EMP,1841
TOP2A,9.33E-39,0.315502994,0.568,0.425,2.09E-34,EMP,7153
CD47,9.23E-198,0.798022558,0.956,0.721,2.07E-193,EMP-pre-MC,961
CD47,7.26E-38,0.260737082,0.798,0.752,1.63E-33,EMP,961
HMMR,4.64E-37,0.276929686,0.502,0.362,1.04E-32,EMP,3161
C21orf58,5.99E-37,0.259271391,0.544,0.435,1.34E-32,EMP,54058
SLC30A5,8.45E-37,0.279285366,0.717,0.679,1.89E-32,EMP,64924
SLC30A5,1.27E-207,0.65073376,0.927,0.634,2.84E-203,EMP-pre-MC,64924
TPX2,2.85E-35,0.346599767,0.615,0.503,6.39E-31,EMP,22974
C12orf57,1.19E-93,0.375328017,0.98,0.882,2.65E-89,EMP-pre-MC,113246
C12orf57,2.30E-34,0.26281555,0.886,0.906,5.16E-30,EMP,113246
NUDT1,4.56E-34,0.264424881,0.755,0.773,1.02E-29,EMP,4521
EGR1,5.67E-34,0.30981335,0.632,0.558,1.27E-29,EMP,1958
TIMP3,2.14E-33,0.268233703,0.811,0.794,4.80E-29,EMP,7078
TIMP3,5.93E-114,0.679719792,0.943,0.765,1.33E-109,EMP-pre-MC,7078
SLC25A37,9.49E-14,0.324069395,0.844,0.774,2.12E-09,EMP-pre-MC,51312
SLC25A37,2.50E-31,0.387146531,0.79,0.786,5.59E-27,EMP,51312
IFI6,4.79E-31,0.707168067,0.645,0.561,1.07E-26,EMP,2537
IFI27,2.29E-24,0.784707867,0.233,0.131,5.12E-20,EMP,3429
AURKA,3.26E-23,0.300284349,0.478,0.384,7.29E-19,EMP,6790
MGST3,7.84E-19,0.253720549,0.856,0.882,1.75E-14,EMP,4259
COL3A1,7.87E-18,0.290739693,0.686,0.633,1.76E-13,EMP,1281
ISG15,8.96E-17,0.708974387,0.865,0.888,2.00E-12,EMP,9636
MX1,3.59E-16,0.280397947,0.154,0.082,8.02E-12,EMP,4599
C1orf56,0.001301415,0.345111885,0.463,0.465,1,EMP,54964
PF4,0,1.937522974,0.999,0.869,0,EMP-pre-MC,5196
THBS1,0,1.396018003,0.953,0.444,0,EMP-pre-MC,7057
LIMS1,0,1.391209325,0.999,0.858,0,EMP-pre-MC,3987
NEAT1,0,1.345125957,0.987,0.864,0,EMP-pre-MC,283131
NEXN,0,1.33057939,0.923,0.349,0,EMP-pre-MC,91624
VCL,0,1.096831075,0.966,0.638,0,EMP-pre-MC,7414
DGKI,0,1.080082815,0.899,0.294,0,EMP-pre-MC,9162
LTBP1,0,1.026669314,0.963,0.485,0,EMP-pre-MC,4052
ITGA2B,0,1.012198017,0.975,0.576,0,EMP-pre-MC,3674
TLN1,0,1.011851839,0.994,0.866,0,EMP-pre-MC,7094
MMRN1,0,0.9886944,0.918,0.426,0,EMP-pre-MC,22915
SELP,0,0.947999603,0.909,0.421,0,EMP-pre-MC,6403
MYLK,0,0.891300995,0.957,0.442,0,EMP-pre-MC,4638
DNM3,0,0.64378106,0.762,0.202,0,EMP-pre-MC,26052
MAX,2.75E-305,0.947593676,0.985,0.803,6.16E-301,EMP-pre-MC,4149
HIPK2,2.30E-298,0.908201894,0.967,0.608,5.16E-294,EMP-pre-MC,28996
ITGB3,2.83E-297,0.562452241,0.751,0.199,6.33E-293,EMP-pre-MC,3690
LGALSL,7.25E-296,1.264637917,0.808,0.269,1.62E-291,EMP-pre-MC,29094
LRP12,1.53E-295,0.689598189,0.847,0.321,3.42E-291,EMP-pre-MC,29967
FLNA,1.08E-292,0.950909568,0.978,0.753,2.41E-288,EMP-pre-MC,2316
RAB27B,6.64E-291,0.873496279,0.971,0.562,1.49E-286,EMP-pre-MC,5874
CXCL3,1.80E-290,1.042485273,0.943,0.461,4.02E-286,EMP-pre-MC,2921
CMIP,1.81E-287,0.893372949,0.956,0.679,4.05E-283,EMP-pre-MC,80790
MTURN,1.77E-285,0.78941888,0.911,0.419,3.97E-281,EMP-pre-MC,222166
GP1BA,1.30E-284,0.769995474,0.799,0.278,2.92E-280,EMP-pre-MC,2811
RGS10,2.01E-284,0.816621181,0.995,0.916,4.50E-280,EMP-pre-MC,6001
TGFB1,5.79E-284,0.806541538,0.985,0.84,1.30E-279,EMP-pre-MC,7040
DAPP1,1.07E-283,0.665313157,0.813,0.261,2.38E-279,EMP-pre-MC,27071
MPIG6B,1.07E-282,0.835423807,0.82,0.29,2.40E-278,EMP-pre-MC,80739
F2RL3,6.52E-281,0.589770685,0.789,0.25,1.46E-276,EMP-pre-MC,9002
RUFY1,9.62E-277,0.873843062,0.923,0.509,2.15E-272,EMP-pre-MC,80230
CNST,3.83E-274,0.670115984,0.885,0.43,8.56E-270,EMP-pre-MC,163882
PDE5A,4.09E-274,0.706214886,0.768,0.232,9.16E-270,EMP-pre-MC,8654
MAPRE2,1.42E-271,0.766768802,0.904,0.49,3.19E-267,EMP-pre-MC,10982
RGS18,1.81E-271,0.823978723,0.897,0.443,4.05E-267,EMP-pre-MC,64407
GFI1B,7.87E-271,0.765609624,0.951,0.556,1.76E-266,EMP-pre-MC,8328
MALAT1,3.28E-268,1.014495564,1,0.999,7.33E-264,EMP-pre-MC,378938
P2RX1,3.23E-266,0.67851059,0.85,0.396,7.22E-262,EMP-pre-MC,5023
FHL1,5.02E-266,0.899197305,0.618,0.133,1.12E-261,EMP-pre-MC,2273
TMEM40,7.50E-265,0.899864364,0.706,0.199,1.68E-260,EMP-pre-MC,55287
MDM1,9.36E-265,0.820404263,0.836,0.346,2.09E-260,EMP-pre-MC,56890
MYL12A,2.02E-263,0.83126321,1,0.966,4.51E-259,EMP-pre-MC,10627
YWHAZ,1.56E-260,0.771131278,0.994,0.906,3.49E-256,EMP-pre-MC,7534
FUT8,3.45E-255,0.666410345,0.884,0.475,7.71E-251,EMP-pre-MC,2530
GRAP2,1.68E-254,0.965911774,0.745,0.259,3.77E-250,EMP-pre-MC,9402
PDLIM5,3.99E-252,0.727588286,0.942,0.604,8.92E-248,EMP-pre-MC,10611
ACTN1,2.04E-251,0.826509902,0.955,0.686,4.58E-247,EMP-pre-MC,87
CLEC1B,4.43E-250,1.122249961,0.77,0.256,9.92E-246,EMP-pre-MC,51266
PTCRA,2.55E-248,0.56129745,0.479,0.068,5.71E-244,EMP-pre-MC,171558
ABCC3,5.23E-248,0.606507142,0.556,0.107,1.17E-243,EMP-pre-MC,8714
NT5C3A,3.88E-244,0.669151588,0.937,0.636,8.69E-240,EMP-pre-MC,51251
SMIM3,5.40E-244,0.671468128,0.789,0.315,1.21E-239,EMP-pre-MC,85027
LCN2,1.28E-243,0.638617238,0.693,0.199,2.87E-239,EMP-pre-MC,3934
ACRBP,6.09E-243,1.180725826,0.865,0.444,1.36E-238,EMP-pre-MC,84519
DOK2,4.08E-239,0.574394618,0.781,0.3,9.13E-235,EMP-pre-MC,9046
MPP1,1.65E-238,0.73670424,0.97,0.69,3.69E-234,EMP-pre-MC,4354
ATP2C1,2.42E-236,0.682532786,0.878,0.518,5.42E-232,EMP-pre-MC,27032
TPST2,3.23E-235,0.65808669,0.966,0.729,7.22E-231,EMP-pre-MC,8459
CTTN,4.88E-235,0.827608461,0.784,0.323,1.09E-230,EMP-pre-MC,2017
FRMD4B,5.14E-235,0.816946,0.75,0.318,1.15E-230,EMP-pre-MC,23150
FYN,4.25E-233,0.649966316,0.916,0.55,9.52E-229,EMP-pre-MC,2534
OST4,4.78E-232,0.579696074,0.994,0.969,1.07E-227,EMP-pre-MC,100128731
FYB1,3.74E-231,0.888341655,0.884,0.525,8.36E-227,EMP-pre-MC,2533
TSPAN33,2.48E-229,0.519043482,0.68,0.197,5.56E-225,EMP-pre-MC,340348
FAXDC2,4.96E-229,0.473044163,0.705,0.227,1.11E-224,EMP-pre-MC,10826
PPBP,3.90E-228,2.25346316,0.933,0.67,8.72E-224,EMP-pre-MC,5473
ARHGAP21,3.91E-228,0.682026393,0.814,0.388,8.76E-224,EMP-pre-MC,57584
CD226,4.97E-228,0.557499064,0.679,0.213,1.11E-223,EMP-pre-MC,10666
DAAM1,1.77E-227,0.884258572,0.908,0.575,3.95E-223,EMP-pre-MC,23002
SH3BGRL3,1.31E-224,0.776884345,0.998,0.975,2.94E-220,EMP-pre-MC,83442
ANO6,2.41E-224,0.583236501,0.84,0.414,5.40E-220,EMP-pre-MC,196527
C19orf33,4.94E-222,0.776736312,0.496,0.092,1.11E-217,EMP-pre-MC,64073
GNAZ,6.73E-222,0.404277088,0.44,0.064,1.51E-217,EMP-pre-MC,2781
GUCY1B1,3.52E-221,0.531152456,0.694,0.226,7.89E-217,EMP-pre-MC,2983
NFE2,4.14E-221,0.612843666,0.98,0.74,9.26E-217,EMP-pre-MC,4778
EHD3,2.12E-220,0.491487567,0.659,0.212,4.74E-216,EMP-pre-MC,30845
PSTPIP2,6.96E-220,0.593698706,0.926,0.565,1.56E-215,EMP-pre-MC,9050
PRICKLE1,2.50E-219,0.568393279,0.825,0.364,5.59E-215,EMP-pre-MC,144165
SRGN,3.05E-219,0.609944226,0.963,0.59,6.83E-215,EMP-pre-MC,5552
SRGN,3.72E-66,1.37144612,0.887,0.635,8.32E-62,Myeloid,5552
KALRN,1.08E-215,0.495425814,0.772,0.307,2.41E-211,EMP-pre-MC,8997
ARHGAP18,1.56E-215,0.586538567,0.937,0.588,3.49E-211,EMP-pre-MC,93663
ASAP2,1.95E-215,0.527776142,0.713,0.259,4.37E-211,EMP-pre-MC,8853
FCER1G,5.88E-214,0.758341648,0.975,0.789,1.32E-209,EMP-pre-MC,2207
TSPAN32,1.06E-213,0.579288754,0.875,0.497,2.37E-209,EMP-pre-MC,10077
SLC2A3,4.11E-212,0.735930444,0.923,0.625,9.20E-208,EMP-pre-MC,6515
ADCY6,1.46E-211,0.440155179,0.617,0.176,3.27E-207,EMP-pre-MC,112
PBX1,2.38E-210,0.657732213,0.956,0.657,5.32E-206,EMP-pre-MC,5087
MFAP3L,2.36E-208,0.413794639,0.598,0.162,5.28E-204,EMP-pre-MC,9848
DGKD,6.68E-207,0.499900057,0.702,0.271,1.50E-202,EMP-pre-MC,8527
DAB2,8.02E-207,0.61354772,0.873,0.531,1.80E-202,EMP-pre-MC,1601
DIAPH1,1.44E-205,0.645067273,0.944,0.708,3.22E-201,EMP-pre-MC,1729
GP6,1.55E-205,0.384394579,0.496,0.102,3.48E-201,EMP-pre-MC,51206
BCL2L1,3.88E-204,0.589693207,0.88,0.536,8.68E-200,EMP-pre-MC,598
RGS6,2.58E-202,0.326557055,0.531,0.117,5.78E-198,EMP-pre-MC,9628
LIMD2,3.02E-201,0.615605053,0.99,0.889,6.77E-197,EMP-pre-MC,80774
BDNF,1.02E-200,0.466617904,0.526,0.115,2.28E-196,EMP-pre-MC,627
BMP2K,1.06E-200,0.633740238,0.966,0.733,2.37E-196,EMP-pre-MC,55589
ABLIM1,3.42E-198,0.419016327,0.557,0.142,7.66E-194,EMP-pre-MC,3983
COL24A1,3.72E-198,0.514129214,0.698,0.238,8.33E-194,EMP-pre-MC,255631
PECAM1,1.37E-194,0.61177802,0.927,0.67,3.07E-190,EMP-pre-MC,5175
TRIM58,2.07E-194,0.437814775,0.692,0.248,4.64E-190,EMP-pre-MC,25893
SPX,6.55E-194,0.425811715,0.62,0.187,1.47E-189,EMP-pre-MC,80763
PDGFB,1.36E-193,0.303057232,0.446,0.081,3.04E-189,EMP-pre-MC,5155
STX11,1.26E-192,0.306435183,0.474,0.094,2.82E-188,EMP-pre-MC,8676
CORO1C,2.48E-192,0.57609377,0.956,0.721,5.56E-188,EMP-pre-MC,23603
CFAP161,3.13E-192,0.61035143,0.578,0.167,7.01E-188,EMP-pre-MC,161502
MYOM1,5.52E-191,0.309313349,0.392,0.058,1.24E-186,EMP-pre-MC,8736
ABLIM3,7.06E-191,0.340256846,0.363,0.045,1.58E-186,EMP-pre-MC,22885
ILK,2.49E-190,0.719733158,0.933,0.719,5.57E-186,EMP-pre-MC,3611
NRGN,2.85E-189,0.921119242,0.902,0.648,6.37E-185,EMP-pre-MC,4900
RABGAP1L,4.00E-189,0.617895924,0.681,0.249,8.96E-185,EMP-pre-MC,9910
LMNA,4.02E-189,0.599152424,0.896,0.518,8.99E-185,EMP-pre-MC,4000
TBXAS1,1.02E-188,0.443563111,0.734,0.299,2.27E-184,EMP-pre-MC,6916
TAL1,1.36E-188,0.549276844,0.926,0.669,3.04E-184,EMP-pre-MC,6886
ADD3,2.41E-188,0.59910461,0.899,0.575,5.39E-184,EMP-pre-MC,120
TMEM91,3.84E-188,0.694154078,0.763,0.374,8.59E-184,EMP-pre-MC,641649
SH3BP5,4.98E-188,0.93519009,0.76,0.349,1.12E-183,EMP-pre-MC,9467
KIF2A,8.97E-186,0.598454419,0.935,0.683,2.01E-181,EMP-pre-MC,3796
PTPRJ,9.36E-186,0.410672189,0.509,0.126,2.09E-181,EMP-pre-MC,5795
SLC9A9,2.25E-185,0.3221844,0.516,0.127,5.03E-181,EMP-pre-MC,285195
TPM4,1.65E-183,0.810402389,0.971,0.891,3.69E-179,EMP-pre-MC,7171
MINDY2,3.04E-183,0.638342006,0.857,0.537,6.81E-179,EMP-pre-MC,54629
RHOC,6.84E-183,0.575409503,0.976,0.846,1.53E-178,EMP-pre-MC,389
ITGA2,5.67E-181,0.293927619,0.355,0.048,1.27E-176,EMP-pre-MC,3673
UNC13D,1.02E-180,0.496791949,0.824,0.476,2.29E-176,EMP-pre-MC,201294
MAFG,1.62E-180,0.553021722,0.937,0.689,3.62E-176,EMP-pre-MC,4097
PDE3A,4.98E-179,0.371294814,0.622,0.208,1.11E-174,EMP-pre-MC,5139
CTSA,2.93E-178,0.668024391,0.84,0.535,6.55E-174,EMP-pre-MC,5476
GADD45A,1.39E-176,0.598394757,0.901,0.597,3.11E-172,EMP-pre-MC,1647
CD84,2.02E-174,0.598524961,0.778,0.391,4.52E-170,EMP-pre-MC,8832
HPSE,7.87E-174,0.308354755,0.453,0.096,1.76E-169,EMP-pre-MC,10855
LIPH,1.01E-170,0.323242107,0.292,0.029,2.26E-166,EMP-pre-MC,200879
OAZ1,1.06E-170,0.463291915,1,0.982,2.37E-166,EMP-pre-MC,4946
GSN,2.90E-170,0.643208507,0.858,0.524,6.48E-166,EMP-pre-MC,2934
AFAP1,2.99E-169,0.366782138,0.515,0.138,6.69E-165,EMP-pre-MC,60312
PCSK6,5.47E-168,0.333151317,0.524,0.147,1.22E-163,EMP-pre-MC,5046
F13A1,1.50E-167,0.428856499,0.331,0.044,3.36E-163,EMP-pre-MC,2162
TMBIM1,6.31E-165,0.485259406,0.892,0.584,1.41E-160,EMP-pre-MC,64114
UBASH3B,1.20E-164,0.45543936,0.694,0.306,2.69E-160,EMP-pre-MC,84959
PTPN12,3.46E-164,0.507592781,0.877,0.64,7.75E-160,EMP-pre-MC,5782
P2RY1,9.26E-164,0.394733666,0.673,0.278,2.07E-159,EMP-pre-MC,5028
MAST4,1.01E-161,0.469046967,0.713,0.337,2.25E-157,EMP-pre-MC,375449
MED12L,7.36E-161,0.397075234,0.645,0.238,1.65E-156,EMP-pre-MC,116931
F2R,6.38E-160,0.636018085,0.923,0.698,1.43E-155,EMP-pre-MC,2149
SH3BGRL2,8.32E-160,0.391936763,0.617,0.232,1.86E-155,EMP-pre-MC,83699
GNAQ,9.17E-160,0.52237866,0.916,0.722,2.05E-155,EMP-pre-MC,2776
PLEKHF2,1.15E-159,0.392238986,0.65,0.263,2.58E-155,EMP-pre-MC,79666
CCDC85B,1.25E-159,0.550731023,0.989,0.929,2.81E-155,EMP-pre-MC,11007
DENND2C,1.56E-159,0.268258679,0.387,0.073,3.50E-155,EMP-pre-MC,163259
ASAH1,2.12E-159,0.550879755,0.945,0.784,4.74E-155,EMP-pre-MC,427
ZFP36,1.02E-158,0.582151203,0.893,0.598,2.29E-154,EMP-pre-MC,7538
MEIS1,1.43E-158,0.455989221,0.82,0.488,3.20E-154,EMP-pre-MC,4211
LYL1,7.17E-157,0.451804148,0.99,0.91,1.61E-152,EMP-pre-MC,4066
SWT1,5.59E-155,0.397348395,0.613,0.214,1.25E-150,EMP-pre-MC,54823
CLCN4,1.04E-154,0.318041756,0.53,0.164,2.33E-150,EMP-pre-MC,1183
ENDOD1,5.33E-154,0.414537191,0.606,0.225,1.19E-149,EMP-pre-MC,23052
FAM214B,1.09E-153,0.341013119,0.626,0.256,2.45E-149,EMP-pre-MC,80256
IFI27L2,4.51E-153,0.429232212,0.821,0.481,1.01E-148,EMP-pre-MC,83982
PDE8B,8.31E-153,0.268635546,0.392,0.079,1.86E-148,EMP-pre-MC,8622
TREML1,5.25E-152,0.510363816,0.489,0.138,1.17E-147,EMP-pre-MC,340205
PTGS1,8.29E-152,0.451583358,0.76,0.421,1.86E-147,EMP-pre-MC,5742
TAOK1,2.07E-151,0.487868327,0.797,0.515,4.63E-147,EMP-pre-MC,57551
CXCL2,2.94E-151,0.52237071,0.791,0.389,6.58E-147,EMP-pre-MC,2920
NCOA4,8.30E-151,0.561157001,0.921,0.738,1.86E-146,EMP-pre-MC,8031
ADAM10,2.23E-150,0.446318167,0.87,0.615,4.98E-146,EMP-pre-MC,102
GNAS,2.26E-150,0.418723895,0.994,0.937,5.05E-146,EMP-pre-MC,2778
NAP1L1,6.11E-150,0.415854836,0.999,0.978,1.37E-145,EMP-pre-MC,4673
MYCT1,8.06E-150,0.453082668,0.717,0.335,1.80E-145,EMP-pre-MC,80177
XPNPEP1,1.80E-149,0.547190036,0.811,0.518,4.03E-145,EMP-pre-MC,7511
PDIA5,1.16E-148,0.372586156,0.652,0.282,2.59E-144,EMP-pre-MC,10954
ZNF431,7.15E-148,0.573218688,0.838,0.556,1.60E-143,EMP-pre-MC,170959
ASAP1,1.09E-147,0.478950872,0.811,0.508,2.43E-143,EMP-pre-MC,50807
TMSB4Y,1.58E-147,0.678013588,0.809,0.501,3.54E-143,EMP-pre-MC,9087
MLLT11,2.91E-147,0.792925619,0.795,0.487,6.52E-143,EMP-pre-MC,10962
JARID2,3.50E-147,0.468094193,0.884,0.645,7.83E-143,EMP-pre-MC,3720
MRVI1,9.23E-146,0.378712538,0.448,0.118,2.07E-141,EMP-pre-MC,10335
PPP1R15A,1.16E-145,0.491302899,0.863,0.566,2.59E-141,EMP-pre-MC,23645
CTDSPL,1.54E-144,0.448996339,0.76,0.436,3.45E-140,EMP-pre-MC,10217
HCST,4.04E-144,0.684402007,0.902,0.664,9.04E-140,EMP-pre-MC,10870
STIM1,1.07E-143,0.376969199,0.697,0.359,2.39E-139,EMP-pre-MC,6786
LRRC32,4.16E-143,0.327209613,0.51,0.162,9.32E-139,EMP-pre-MC,2615
HERC2,5.76E-143,0.468760557,0.866,0.628,1.29E-138,EMP-pre-MC,8924
MINDY1,1.06E-142,0.261628132,0.396,0.09,2.37E-138,EMP-pre-MC,55793
FHOD1,6.20E-142,0.407892672,0.751,0.446,1.39E-137,EMP-pre-MC,29109
GJA4,7.65E-142,0.461085041,0.719,0.341,1.71E-137,EMP-pre-MC,2701
XYLT2,1.59E-141,0.439277011,0.613,0.248,3.57E-137,EMP-pre-MC,64132
NLK,9.45E-140,0.428759689,0.757,0.432,2.12E-135,EMP-pre-MC,51701
ATP8A1,1.98E-139,0.305722228,0.446,0.121,4.43E-135,EMP-pre-MC,10396
ABHD4,4.66E-139,0.351148815,0.629,0.259,1.04E-134,EMP-pre-MC,63874
LAMTOR1,6.77E-139,0.425581553,0.987,0.938,1.51E-134,EMP-pre-MC,55004
C1orf116,1.21E-138,0.280574921,0.358,0.07,2.70E-134,EMP-pre-MC,79098
RSU1,1.58E-138,0.508875798,0.893,0.708,3.53E-134,EMP-pre-MC,6251
TNIK,4.22E-138,0.399359127,0.83,0.546,9.45E-134,EMP-pre-MC,23043
ZYX,4.51E-138,0.680219507,0.869,0.697,1.01E-133,EMP-pre-MC,7791
INAFM2,7.66E-138,0.400998509,0.627,0.289,1.71E-133,EMP-pre-MC,100505573
LAT,2.40E-137,0.552063776,0.598,0.235,5.38E-133,EMP-pre-MC,27040
C12orf76,2.58E-137,0.626781138,0.77,0.503,5.77E-133,EMP-pre-MC,400073
PRKCB,7.04E-137,0.555617681,0.801,0.532,1.58E-132,EMP-pre-MC,5579
ITGB5,6.40E-136,0.29505076,0.487,0.152,1.43E-131,EMP-pre-MC,3693
SWI5,1.81E-133,0.411118379,0.862,0.637,4.05E-129,EMP-pre-MC,375757
PLXDC2,2.05E-133,0.301896332,0.488,0.155,4.59E-129,EMP-pre-MC,84898
MAP1A,5.53E-133,0.395685316,0.69,0.351,1.24E-128,EMP-pre-MC,4130
MOB1B,1.80E-132,0.408080652,0.752,0.449,4.04E-128,EMP-pre-MC,92597
RALB,2.75E-132,0.431485468,0.824,0.561,6.16E-128,EMP-pre-MC,5899
ABCC4,4.53E-132,0.42817749,0.844,0.562,1.01E-127,EMP-pre-MC,10257
RHAG,7.69E-129,0.451260835,0.792,0.431,1.72E-124,EMP-pre-MC,6005
CD69,2.03E-127,0.460778059,0.61,0.253,4.54E-123,EMP-pre-MC,969
STOM,3.67E-127,0.51586473,0.806,0.547,8.20E-123,EMP-pre-MC,2040
PAPPA,1.35E-126,0.356552522,0.48,0.15,3.03E-122,EMP-pre-MC,5069
ABI1,4.25E-126,0.373656803,0.772,0.49,9.51E-122,EMP-pre-MC,10006
CAP1,4.73E-126,0.45380239,0.976,0.888,1.06E-121,EMP-pre-MC,10487
GCSAML,2.42E-125,0.457248201,0.676,0.347,5.41E-121,EMP-pre-MC,148823
CD9,5.11E-125,0.667186083,0.545,0.211,1.14E-120,EMP-pre-MC,928
PIP4K2A,9.16E-125,0.421691156,0.796,0.533,2.05E-120,EMP-pre-MC,5305
ELOVL7,1.31E-124,0.260450156,0.405,0.11,2.92E-120,EMP-pre-MC,79993
CLCN3,5.82E-124,0.368747446,0.695,0.378,1.30E-119,EMP-pre-MC,1182
CHST12,7.33E-123,0.508845826,0.771,0.519,1.64E-118,EMP-pre-MC,55501
MYL6,1.12E-122,0.528864951,1,0.994,2.51E-118,EMP-pre-MC,4637
HDAC5,1.68E-121,0.343878296,0.75,0.445,3.77E-117,EMP-pre-MC,10014
ELF1,2.57E-121,0.41779615,0.956,0.8,5.75E-117,EMP-pre-MC,1997
SH3PXD2A,3.64E-121,0.326445447,0.565,0.236,8.16E-117,EMP-pre-MC,9644
HSF1,6.61E-120,0.44129809,0.867,0.679,1.48E-115,EMP-pre-MC,3297
CMTM6,8.61E-120,0.430493507,0.899,0.74,1.93E-115,EMP-pre-MC,54918
ADRA2A,9.95E-120,0.521580366,0.618,0.288,2.23E-115,EMP-pre-MC,150
ARHGEF3,1.36E-119,0.355694113,0.581,0.265,3.04E-115,EMP-pre-MC,50650
KCNK6,1.77E-118,0.431890657,0.507,0.194,3.95E-114,EMP-pre-MC,9424
SYTL4,3.39E-118,0.316128401,0.635,0.298,7.58E-114,EMP-pre-MC,94121
NFKBIA,6.13E-118,0.56541749,0.789,0.537,1.37E-113,EMP-pre-MC,4792
VASP,7.45E-118,0.438710931,0.942,0.808,1.67E-113,EMP-pre-MC,7408
FLI1,9.86E-118,0.389771981,0.887,0.706,2.21E-113,EMP-pre-MC,2313
RENBP,1.27E-117,0.359797064,0.605,0.277,2.83E-113,EMP-pre-MC,5973
RTN4,2.39E-117,0.440918623,0.946,0.826,5.35E-113,EMP-pre-MC,57142
MBNL1,2.68E-117,0.401194054,0.822,0.571,6.01E-113,EMP-pre-MC,4154
RBM38,7.15E-117,0.404616796,0.82,0.564,1.60E-112,EMP-pre-MC,55544
RAP2B,1.38E-116,0.436149686,0.835,0.586,3.09E-112,EMP-pre-MC,5912
STXBP2,6.07E-116,0.411304636,0.918,0.731,1.36E-111,EMP-pre-MC,6813
SRSF8,8.23E-116,0.385190249,0.836,0.62,1.84E-111,EMP-pre-MC,10929
RASA3,3.47E-115,0.307670656,0.584,0.273,7.78E-111,EMP-pre-MC,22821
SOX11,7.46E-115,0.522904425,0.562,0.231,1.67E-110,EMP-pre-MC,6664
RIT1,8.62E-115,0.266361412,0.606,0.282,1.93E-110,EMP-pre-MC,6016
STON2,1.32E-114,0.434493082,0.606,0.301,2.95E-110,EMP-pre-MC,85439
PDLIM7,1.43E-114,0.492461548,0.917,0.774,3.19E-110,EMP-pre-MC,9260
RDH11,2.53E-114,0.418361966,0.786,0.551,5.67E-110,EMP-pre-MC,51109
KCNE3,1.42E-112,0.317549207,0.644,0.332,3.18E-108,EMP-pre-MC,10008
ROCK2,5.31E-112,0.416409924,0.739,0.499,1.19E-107,EMP-pre-MC,9475
WBP2,8.22E-112,0.355494275,0.826,0.618,1.84E-107,EMP-pre-MC,23558
DOK3,1.23E-111,0.307119217,0.649,0.341,2.75E-107,EMP-pre-MC,79930
SORT1,1.62E-111,0.297999867,0.563,0.256,3.62E-107,EMP-pre-MC,6272
RASGRP2,2.67E-111,0.581855068,0.888,0.733,5.97E-107,EMP-pre-MC,10235
NDUFA4,6.05E-111,0.281355158,0.993,0.978,1.35E-106,EMP-pre-MC,4697
RILP,2.12E-110,0.353415428,0.859,0.626,4.74E-106,EMP-pre-MC,83547
ANXA3,1.88E-108,0.385468501,0.809,0.497,4.22E-104,EMP-pre-MC,306
GAS2L1,3.86E-108,0.309092832,0.66,0.349,8.63E-104,EMP-pre-MC,10634
PIK3CB,5.17E-108,0.331615711,0.732,0.432,1.16E-103,EMP-pre-MC,5291
IGSF10,7.34E-107,0.26513598,0.511,0.195,1.64E-102,EMP-pre-MC,285313
PARVB,1.81E-105,0.463043346,0.826,0.655,4.04E-101,EMP-pre-MC,29780
AGPAT1,2.56E-105,0.335153206,0.805,0.593,5.73E-101,EMP-pre-MC,10554
PRDX5,8.55E-105,0.336495262,0.991,0.941,1.91E-100,EMP-pre-MC,25824
EMD,1.34E-104,0.35982987,0.862,0.684,2.99E-100,EMP-pre-MC,2010
CAMK1,2.12E-104,0.427670312,0.723,0.414,4.75E-100,EMP-pre-MC,8536
WIPF1,6.88E-104,0.352089866,0.726,0.468,1.54E-99,EMP-pre-MC,7456
MFSD2B,1.13E-103,0.269021331,0.6,0.292,2.53E-99,EMP-pre-MC,388931
SRC,1.41E-103,0.302727307,0.522,0.223,3.16E-99,EMP-pre-MC,6714
GCLM,2.47E-103,0.286365765,0.582,0.276,5.53E-99,EMP-pre-MC,2730
PDCD10,9.10E-103,0.347290109,0.903,0.744,2.04E-98,EMP-pre-MC,11235
ARPC5,2.09E-102,0.421888019,0.962,0.88,4.67E-98,EMP-pre-MC,10092
WIPI1,3.34E-102,0.309145314,0.645,0.347,7.48E-98,EMP-pre-MC,55062
ANKRD9,4.36E-102,0.373803115,0.683,0.394,9.76E-98,EMP-pre-MC,122416
FNBP1L,8.70E-102,0.280487324,0.655,0.359,1.95E-97,EMP-pre-MC,54874
CAPN1,7.22E-101,0.320728957,0.829,0.618,1.62E-96,EMP-pre-MC,823
BRK1,1.97E-100,0.27841029,0.992,0.932,4.40E-96,EMP-pre-MC,55845
ANKRD33B,2.64E-100,0.315665925,0.614,0.326,5.92E-96,EMP-pre-MC,651746
CUX1,3.70E-100,0.331227295,0.735,0.486,8.27E-96,EMP-pre-MC,1523
PLEKHO1,5.05E-100,0.586960471,0.724,0.508,1.13E-95,EMP-pre-MC,51177
ALOX12,5.77E-100,0.25602754,0.405,0.132,1.29E-95,EMP-pre-MC,239
LCP2,1.53E-99,0.34011207,0.765,0.495,3.41E-95,EMP-pre-MC,3937
INKA1,2.62E-97,0.338870317,0.945,0.791,5.85E-93,EMP-pre-MC,389119
